duration,campaign,pdays,cons.price.idx,contact_encoded,poutcome_encoded,economic_impact_score
0.14904432696217976,0.0,1.0,0.6691348402182413,1.0,0.0,0.9989413032055714
0.08275721838145587,0.0,1.0,0.3893219017926768,1.0,0.0,0.3029133145615927
0.022976819845465637,0.023809523809523808,1.0,0.6527669524551882,1.0,0.5,0.23111359672076187
0.07320048800325335,0.0,1.0,1.0,1.0,0.0,0.2405057016896116
0.048190321268808456,0.0,1.0,0.6987529228371017,0.0,0.0,0.8437275402155155
0.015046766978446523,0.0,1.0,0.26968043647701023,1.0,0.5,0.12970341684021616
0.008946726311508743,0.047619047619047616,1.0,0.6987529228371017,0.0,0.0,0.8435210576444823
0.10207401382675885,0.023809523809523808,1.0,0.6691348402182413,1.0,0.0,0.9989413032055714
0.03355022366815779,0.0,1.0,0.3893219017926768,1.0,0.0,0.3029133145615927
0.04961366409109394,0.023809523809523808,1.0,0.3893219017926768,1.0,0.0,0.3032702960629486
0.054493696624644164,0.023809523809523808,1.0,0.4844115354637566,1.0,0.0,0.999735325801393
0.022976819845465637,0.09523809523809523,1.0,0.6987529228371017,0.0,0.0,0.8437275402155155
0.07767385115900773,0.0,1.0,0.26968043647701023,1.0,0.0,0.11924860374410556
0.027653517690117934,0.0,1.0,0.6691348402182413,1.0,0.0,0.999073640304875
0.040056933712891415,0.023809523809523808,1.0,0.26968043647701023,1.0,0.0,0.13219265805357583
0.16693777958519723,0.0,1.0,0.6691348402182413,1.0,0.0,0.9989413032055714
0.011793411956079707,0.023809523809523808,1.0,0.6987529228371017,0.0,0.0,0.8444502292141323
0.27226514843432287,0.023809523809523808,1.0,0.6691348402182413,1.0,0.0,0.9989413032055714
0.0799105327368849,0.047619047619047616,1.0,0.6691348402182413,0.0,0.0,0.9989413032055714
0.041683611224074824,0.023809523809523808,1.0,0.0693686671862821,1.0,0.0,0.09460427770211088
0.053883692557950384,0.023809523809523808,1.0,0.6987529228371017,0.0,0.0,0.8444502292141323
0.13359089060593737,0.07142857142857142,1.0,0.3406079501169188,1.0,0.0,0.10829594240532303
0.004066693777958519,0.07142857142857142,1.0,0.3893219017926768,1.0,0.0,0.303580306314126
0.04209028060187068,0.11904761904761904,1.0,0.6987529228371017,0.0,0.0,0.8436242989299989
0.01667344448962993,0.0,1.0,0.6987529228371017,0.0,0.0,0.8437275402155155
0.005490036600244001,0.0,1.0,0.3406079501169188,1.0,0.5,0.11576366604540203
0.04290361935746238,0.023809523809523808,0.006006006006006006,0.7786438035853465,0.0,1.0,0.25560965315425044
0.03639690931272875,0.0,1.0,0.4844115354637566,1.0,0.0,0.999073640304875
